building_id,region_slug,lon,lat,height_m,surge_class,surge_ft,flood_active,exposure_score,exposure_category
de7afc9c-277b-4455-b892-91a045790695,south-beach-miami,-80.139318,25.777389,5.0,0,0.0,False,0.0,none
23b48f86-2a77-4809-804d-bc94d02afd67,south-beach-miami,-80.13929,25.777262,4.5,0,0.0,False,0.0,none
e54756d5-2582-4185-aebb-aabc5f224a3e,south-beach-miami,-80.139065,25.777407,3.4,0,0.0,False,0.0,none
42c32b1a-93d8-4a83-aa2a-6a4f80e2fdb6,south-beach-miami,-80.139069,25.777288,3.8,0,0.0,False,0.0,none
3a6175d7-699a-4a2b-90e0-6d3e5ea1decb,south-beach-miami,-80.139178,25.777125,8.9,0,0.0,False,0.0,none
713d1778-4360-4fdc-b943-effa0541092a,south-beach-miami,-80.139103,25.776846,6.0,0,0.0,False,0.0,none
6b9f8f3c-e9d5-4f40-95a2-f2303199ea05,south-beach-miami,-80.138707,25.776858,8.7,1,0.5,False,0.015,low
7ec1d0fc-deb6-4754-9e85-b8191738d5e1,south-beach-miami,-80.138708,25.777128,8.4,0,0.0,False,0.0,none
961e9780-75d3-4139-ab64-739eee478f25,south-beach-miami,-80.138732,25.777269,10.7,0,0.0,False,0.0,none
81b9f8c0-88d0-40d4-8ebd-1124c05f4f02,south-beach-miami,-80.138731,25.777398,14.8,0,0.0,False,0.0,none
3d3e670d-f15f-4c6c-b092-bbf5deb081f0,south-beach-miami,-80.138655,25.777531,6.4,0,0.0,False,0.0,none
485186e0-e425-4661-a1e2-805429edd584,south-beach-miami,-80.138653,25.777822,8.2,0,0.0,False,0.0,none
6b4dec9f-5539-439c-95d5-147f8b5ec7b2,south-beach-miami,-80.138738,25.777678,14.7,0,0.0,False,0.0,none
084225a2-a0b2-45b8-a92c-ae21bd690329,south-beach-miami,-80.138831,25.777829,9.0,0,0.0,False,0.0,none
